,text
460,"kalo sampai uu rkuhp diterapkan bisa lebih parah lagi
.
yang udh hamil diluar nikah gaboleh gugurin kandungannya & malah kena pidana
*cmiiw"
461,"bukan, kemaren yg uu kontroversial, untung aja direvisi lagi soalnya ada yg bunyinya

Pasal 481 RKUHP : berbunyi setiap orang yang melakukan sosialisasi alat untuk mencegah kehamilan dapat dipidana denda Rp 10 juta.

*cmiiw"
462,MENOLAK RKUHP
463,Petisi rkuhp harus ada uu meme(q
464,Tolong suaranya partai yang selalu ingin kawal uang rakyat @psi_id @Uki23 @TsamaraDKI @grace_nat upss sorry klo @grace_nat masih fokus tolak RKUHP kayaknya.. https://twitter.com/sandalista1789/status/1192853678396297216 …
465,"kalo rkuhp kemarin jadi disah'kan aku dah kena denda sejiti ini, jam segini masih keluyuran "
466,wih bahas2 rkuhp nih 
467,"@KompasTV prof bahas donk masalah RKUHP yg pasalnya kemarin sempat rame,soalnya banyak masyarakat yg belum paham #melekHukumKompasTV"
468,"UU ttg zinah emang udah ada ya? Kalopun ada kayaknya cuma di level Perda (?) Soalnya pasal RKUHP yg ngatur itu pada ditolak kan wkwkwk...

Bukannya pasal pornografi itu delik umum ya? Bukan delik aduan."
469,Awas jap kena pidana RKUHP Bab XV pasal 419
470,Saatnya Memperdebatkan RKUHP dengan Adil - http://geotimes.co.id/?p=555298 
471,Bahas perbaikan RKUHP yak???
472,"Sebenarnya mau apa itu tujuan bapak @jokowi?

1. RKUHP ingin kembali dibahas & disahkan

2. Pilkada tidak langsung kembali diwacanakan

3. Wacana wisata halal di Toba & Bali kembali dihidupkan"
473,"Jika aku mengaku sakti, aku kan kena rkuhp"
474,"Partai seputaran Jakarta, sampai DPP pusatnya pun nyerang Anies,. Giliran di tanya kenapa enggak ngeritik kenaikan BPJS, alasannya PSI enggak punya perwakilan di DPR pusat, lah jadi kemarin2 kenapa kritik RKUHP kalo enggak punya perwakilan di DPR,."
475,"Iya gan, apalagi itu situsnya beragam dari eropa sampe tetangga sebelah, macem-macem juga genrenya, mungkin ini yang dimaksud sex education oleh pendidik ahli dalam rkuhp"
476,Saatnya Memperdebatkan RKUHP dengan Adil - http://geotimes.co.id/?p=555298 
477,RKUHP: Dari Rasa Kolonial Kembali ke Zaman Batu - http://geotimes.co.id/?p=551721 
478,Mumpung belom ada rkuhp curhat di twitter!
479,"Semoga bro  ..
Tp di RKUHP yg akan disahkan bbrp hr lg  , kbrnya ada pasal  , yg menolak lahan nya utk proyek pemerintah , bisa dipidana 
Kurang lbh nya begitu lah 
"
480,"kalo sampai uu rkuhp diterapkan bisa lebih parah lagi
.
yang udh hamil diluar nikah gaboleh gugurin kandungannya & malah kena pidana
*cmiiw"
481,"bukan, kemaren yg uu kontroversial, untung aja direvisi lagi soalnya ada yg bunyinya

Pasal 481 RKUHP : berbunyi setiap orang yang melakukan sosialisasi alat untuk mencegah kehamilan dapat dipidana denda Rp 10 juta.

*cmiiw"
482,MENOLAK RKUHP
483,Petisi rkuhp harus ada uu meme(q
484,"Kenapa cuma mengkritik Anis,kenapa tdk kritik pemerintah masalah RKUHP & RUUKPK yg bermasalah. Karena berimbasa pada masyarakat serta pemberantasan korupsi.#korupsiaPelindo2http://brt.st/6lrV "
485,"Ini 12 Pasal Kontroversial RKUHP, Dari Aborsi Hingga Santet! https://cnbcindonesia.com/news/20191107164720-4-113534/ini-12-pasal-kontroversial-rkuhp-dari-aborsi-hingga-santet?utm_source=twitter&utm_medium=oa&utm_content=cnbcindonesia&utm_campaign=cmssocmed …"
486,"Politisi melaporkan bahwa kasus Novel adalah rekayasa; tim pembela yang juga mengawal isu anti-korupsi  repot. Paralel dengan itu; konstitusi diamandemen elit lalu RKUHP dan RUU bermasalah lain diketok palu oleh DPR.

Selamat datang di tikungan curam menukik, masyarakat sipil. https://twitter.com/Bekahapsara/status/1192382402586279936 …"
487,Saatnya Memperdebatkan RKUHP dengan Adil - http://geotimes.co.id/?p=555298 
488,Ini DPR-RI periode baru nantangin mahasiswa ya mau ngesahin RKUHP desember ini?
489,"#kom3 Taufik B 
@Fraksi_NasDem
#lampung1: terkait eksekusi mati, mnrt saya eksekusi mati lebih baik menunggu dulu hingga RKUHP disahkan dan berlaku"
490,"yang mempertanyakan Sosialisasi RKUHP

nihhhh ....

https://youtu.be/HCfp6ywHAio "
491,"RKUHP 
""Tidak boleh kasih sex education kalau gak ahli""

KEMDIKBUD
*Hold my wedang jahe*
""AYO BELAJAR SEX EDUCATION UNTUK BISA KASI TAU KE YANG LAIN SEX EDU YANG BENAR"""
492,"@WikiDPR #kom3 Taufik B @Fraksi_NasDem #lampung1: terkait eksekusi mati, mnrt saya eksekusi mati lebih baik menunggu dulu hingga RKUHP disahkan dan berlaku"
493,"@WikiDPR #kom3 Taufik Basari @NasDem #Lampung1: terkait eksekusi mati ini bisa menunggu dulu rkuhp, krn hal tsb sdg dibahas dlm rkuhp krn menyangkut hak pribadi seseorang."
494,Dari pada pasal RKUHP ? Wokwowkwok
495,"Kita masih pake kuhp yang lama itu. Kalo mau yg rkuhp 2019, aku ada"
496,"Gini, @DPR_RI @IstanaRakyat bikin aturan buat yang mau diatur aja. Gak usah bawa2 saya. Fuck off. #TolakRKUHP @AksiLangsung 

Komisi Hukum DPR Targetkan RKUHP Disahkan pada Desember http://cnn.id/445518 "
497,Ini lanjutan demo RKUHP bukan?
498,"Kupas Polemik Penyusunan RKUHP, UNPAR Gelar Diskusi Publik http://bit.ly/33rkR4H "
499,Saya yakin para pengusaha Amerika Serikat itu memang konservatif Kristen dan teman temannya partai GOP. Playboy bakal diajak? Tidak. Karena playboy itu perusahaan demokrat. Maka pasal RKUHP yang membolehkan model telanjang sebagai seni tidak akan menjadi pasal di KUHP .
500,Baleg akan meminta masukan dari masyarakat terkait 12 pasal dalam RKUHP yang sebelumnya mendapatkan sorotan dari publik. Dari soal aborsi hingga santet. https://news.detik.com/berita/4775077/baleg-minta-masukan-12-pasal-rkuhp-dari-aborsi-hingga-penghinaan-presiden?utm_term=echobox&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1573093876 …
501,"Pakkkkkkkk dampak positif rkuhp apa saja ya, untuk lomba niiii, riset di google yang ngomong politisi semuaa"
502,"@null Baleg Minta Masukan 12 Pasal RKUHP, Dari Aborsi hingga Penghinaan Presiden Baleg  https://news.detik.com/read/2019/11/07/084427/4775077/10/baleg-minta-masukan-12-pasal-rkuhp-dari-aborsi-hingga-penghinaan-presiden …"
503,"Baleg Minta Masukan 12 Pasal RKUHP, Dari Aborsi hingga Penghinaan Presiden Baleg  https://news.detik.com/read/2019/11/07/084427/4775077/10/baleg-minta-masukan-12-pasal-rkuhp-dari-aborsi-hingga-penghinaan-presiden …"
504,"@null Baleg Minta Masukan 12 Pasal RKUHP, Dari Aborsi hingga Penghinaan Presiden Baleg  https://news.detik.com/read/2019/11/07/084427/4775077/10/baleg-minta-masukan-12-pasal-rkuhp-dari-aborsi-hingga-penghinaan-presiden …"
505,"@null Baleg Minta Masukan 12 Pasal RKUHP, Dari Aborsi hingga Penghinaan Presiden Baleg  https://news.detik.com/read/2019/11/07/084427/4775077/10/baleg-minta-masukan-12-pasal-rkuhp-dari-aborsi-hingga-penghinaan-presiden …"
506,"@null Baleg Minta Masukan 12 Pasal RKUHP, Dari Aborsi hingga Penghinaan Presiden Baleg  https://news.detik.com/read/2019/11/07/084427/4775077/10/baleg-minta-masukan-12-pasal-rkuhp-dari-aborsi-hingga-penghinaan-presiden …"
507,"@null Baleg Minta Masukan 12 Pasal RKUHP, Dari Aborsi hingga Penghinaan Presiden Baleg  https://news.detik.com/read/2019/11/07/084427/4775077/10/baleg-minta-masukan-12-pasal-rkuhp-dari-aborsi-hingga-penghinaan-presiden …"
508,"@null Baleg Minta Masukan 12 Pasal RKUHP, Dari Aborsi hingga Penghinaan Presiden Baleg  https://news.detik.com/read/2019/11/07/084427/4775077/10/baleg-minta-masukan-12-pasal-rkuhp-dari-aborsi-hingga-penghinaan-presiden …"
509,"@null Baleg Minta Masukan 12 Pasal RKUHP, Dari Aborsi hingga Penghinaan Presiden Baleg  https://news.detik.com/read/2019/11/07/084427/4775077/10/baleg-minta-masukan-12-pasal-rkuhp-dari-aborsi-hingga-penghinaan-presiden …"
510,"@null Baleg Minta Masukan 12 Pasal RKUHP, Dari Aborsi hingga Penghinaan Presiden Baleg  https://news.detik.com/read/2019/11/07/084427/4775077/10/baleg-minta-masukan-12-pasal-rkuhp-dari-aborsi-hingga-penghinaan-presiden …"
511,"@null Baleg Minta Masukan 12 Pasal RKUHP, Dari Aborsi hingga Penghinaan Presiden Baleg  https://news.detik.com/read/2019/11/07/084427/4775077/10/baleg-minta-masukan-12-pasal-rkuhp-dari-aborsi-hingga-penghinaan-presiden …"
512,"...semua juga tau, tapi dari DPP pusat pun partai PSI cuma ngurusin Jakarta, giliran masalah nasional seperti kenaikan BPJS mingkem ..kalo alasan di nasional enggak punya wakil di DPR kenapa PSI sibuk ngurusin penolakan RKUHP..membahas persoalan kok lihat2 tema.."
513,"Baleg Minta Masukan 12 Pasal RKUHP, Dari Aborsi hingga Penghinaan Presiden  http://zpr.io/tzrt6 "
514,"@null Baleg Minta Masukan 12 Pasal RKUHP, Dari Aborsi hingga Penghinaan Presiden Baleg  https://news.detik.com/read/2019/11/07/084427/4775077/10/baleg-minta-masukan-12-pasal-rkuhp-dari-aborsi-hingga-penghinaan-presiden …"
515,#Kolom - Petrus Richard Sianturi - Saatnya Memperdebatkan RKUHP dengan Adil - https://geotimes.co.id/?p=555298 pic.twitter.com/gP03byxO9F
516,Karena kalo gampang ditolak namanya RKUHP https://twitter.com/agengw_/status/1192123798490738688 …
517,RKUHP Antara Kebutuhan Tantangan  dan  Pergulatan Politik | Rumah Pancas... https://youtu.be/5shI-X1K8Vk  via @YouTube
518,Rkuhp = perempuan yang keluar diatas jam 10 denda 1jt. Aku sedang belajar spy ga ngeluarkan uang sejuta per malem min
519,"Meskipun banyak penolakan tapi tetep ngebet ingin disahkan.
Ada apa gerangan dg RKUHP?? https://twitter.com/republikaonline/status/1192086553247404032 …"
520,Masinton mengatakan poin RKUHP yang disepakati periode sebelumnya tak perlu diubah. http://republika.co.id/berita/nasional/politik/19/11/06/q0jxkr428-masinton-sebut-rkuhp-tuntas-tinggal-pertegas-penjelasan …
521,Jurnalis Harapkan Pasal Di RKUHP Yang Berseberangan Dengan UU Nomor 40 Th 1999 Tentang Pers Agar Dicabut - https://go.shr.lc/2C9k7Fy  via @Shareaholic
522,Ok sir now cancel RKUHP so I can enjoy Indonesian hoes in peace
523,Baleg DPR RI Akan Minta Masukan Masyarakat Terkait 12 Pasal di RKUHP http://dlvr.it/RHkfdt  #pantaucom #balegdprri #rkuhp
524,"Beda dengan Menkumham, DPR Soroti 12 Pasal dalam RKUHP https://bit.ly/2pLsXqp  Via @CNNIndonesia #Nasional #TopReport #NORI"
525,"Beda dengan Menkumham, DPR Soroti 12 Pasal dalam RKUHP https://cnnindonesia.com/nasional/20191106160450-32-446085/beda-dengan-menkumham-dpr-soroti-12-pasal-dalam-rkuhp?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed …"
526,"DPR berencana akan mengundang kelompok masyarakat sipil untuk membahas perbaikan bagian penjelasan RKUHP
http://bit.ly/34xMjOv "
527,"DPR berencana akan mengundang kelompok masyarakat sipil untuk membahas perbaikan bagian penjelasan RKUHP
http://bit.ly/34xMjOv "
528,"DPR berencana akan mengundang kelompok masyarakat sipil untuk membahas perbaikan bagian penjelasan RKUHP
http://bit.ly/34xMjOv "
529,Istana Berharap Tak Ada Demo Lagi Saat Pengesahan RKUHP https://m.cnnindonesia.com/nasional/20191105173909-32-445826/istana-berharap-tak-ada-demo-lagi-saat-pengesahan-rkuhp …
530,Baleg minta masukan masyarakat terkait 12 pasal dalam RKUHP https://www.antaranews.com/berita/1150168/baleg-minta-masukan-masyarakat-terkait-12-pasal-dalam-rkuhp …
531,"Bravo @BEM_NUSANTARA n @BEM_SI n Mahasiswa n Pelajar.. Terus berjuang walau hrs turun ke jalan, perjuangkan Perpu @KPK_RI n tolak RKUHP di DPR.. 
#ReformasiDikorupsihttps://twitter.com/elpueblo1998/status/1191719657868156929 …"
532,"Akses secara GRATIS http://bit.ly/pengantarrkuhp  dan dapatkan penjelasan problematika RKUHP yang terjadi di Indonesia!
Raih juga e-sertifikatnya secara GRATIS!
.
Jangan lupa follow @idlearninghub pic.twitter.com/9x5EXQ0DM1"
533,RKUHP Bakal Disahkan Desember https://batampos.co.id/2019/11/06/rkuhp-bakal-disahkan-desember/ …pic.twitter.com/dda4v76lCE
534,"BACIN Lo baca ini, kalo PSI enggak ada wewenang di DPR pusat kenapa koar2 tolak RKUHP..ngeritik kok lihat2 tema,. BACIN taunya obok2 sampah 
https://m.tribunnews.com/nasional/2019/09/19/tolak-rkuhp-psi-anggap-adopsi-hukum-adat-bikin-cemas-pebisnis …"
535,PSHK Sebut Evaluasi Penjelasan RKUHP Cuma Akal-akalan DPR  http://po.st/4bHtON  via @po_st
536,"Presiden @Jokowi, Jangan Setujui RKUHP di Sidang Paripurna @DPR_RI. #SemuaBisaKena - Tandatangani Petisi! http://chng.it/2KFdZT57  lewat @ChangeOrg_ID"
537,"Menkumham : Pasal Penghinaan Presiden Tak Di Hapus Dari RKUHP? 

#TolakNapiJadiPengawasKPKhttps://m.cnnindonesia.com/nasional/20191104200148-20-445579/menkumham-pasal-penghinaan-presiden-tak-dihapus-dari-rkuhp?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed …"
538,"Lihat tanggal beritanya , ada rentetan peristiwa di waktu itu mengenai pasal rkuhp penghinaan presiden.
@fahiraidris mengkritik rkuhp yg di ajukan dapat melukai demokrasi, karena tidak ada batasan yg dianggap penghinaan seperti apa , bisa jadi dapat menjegal lawan politik/oposisi"
539,"""Arsul menegaskan Komisi Hukum DPR tak ingin lagi memperdebatkan apakah sebuah pasal harus ada atau tidak. Dia juga tak setuju jika harus menghapus ayat tertentu dari pasal-pasal yang ada di RKUHP.""
Ini DPR wakil rakyat kok wataknya kaya birokrat dunia ketiga. ""Yg penting kelar."" https://twitter.com/temponasional/status/1191732420002889732 …"
540,#SelamatPagiJogja | KOMPAS : Opsi yang ditawarkan beberapa fraksi di Komisi III DPR untuk meninjau bagian penjelasan dari pasal-pasal kontroversial di RKUHP dinilai tidak menjawab persoalan.
541,@null Masyarakat Sebaiknya Dilibatkan dalam Pemahasan RKUHP dan RUU Pemasyarakatan Per  https://nasional.okezone.com/read/2019/11/06/337/2126253/masyarakat-sebaiknya-dilibatkan-dalam-pemahasan-rkuhp-dan-ruu-pemasyarakatan …
542,@null Masyarakat Sebaiknya Dilibatkan dalam Pemahasan RKUHP dan RUU Pemasyarakatan Per  https://nasional.okezone.com/read/2019/11/06/337/2126253/masyarakat-sebaiknya-dilibatkan-dalam-pemahasan-rkuhp-dan-ruu-pemasyarakatan …
543,pas kita aksi yang uu kpk sama rkuhp mereka kesini!! ini vlognya gtdee
544,"yauy pak batalin aja pengesahan RKUHP, hormatin yang udah ada"
545,Istana Berharap Tak Ada Demo Lagi Saat Pengesahan RKUHP https://m.cnnindonesia.com/nasional/20191105173909-32-445826/istana-berharap-tak-ada-demo-lagi-saat-pengesahan-rkuhp …
546,"Maaf.. sekedar mengingatkan, bahwa psl ""Penodaan Agama"" dan psl ""Gelandangan"" dalam RKUHP adalah terindikasi sebagai psl ""Kafir""!, terkesan bahwa yang menyusun dan yang mengajukan tidak paham Pancasila secara utuh. ( NIK : 7371070105680013 )"
547,"Mengingatkan, bahwa psl ""Penodaan Agama"" dan psl ""Gelandangan"" dlm RKUHP adalah terindikasi sebagai psl ""Kafir"" !, terkesan bahwa yang menyusun maupun yang mengajukan tidak paham Pancasila secara utuh. ( NIK : 7371070105680013 )"
548,DPR Batasi Pembahasan RKUHP Hanya di Bagian Penjelasan https://nasional.tempo.co/read/1268719/dpr-batasi-pembahasan-rkuhp-hanya-di-bagian-penjelasan?utm_source=twitter&utm_medium=heru&utm_campaign=heru …
549,Apa ? RKUHP akan disahkan ? Gak salah ?
550,DPR Batasi Pembahasan RKUHP Hanya di Bagian Penjelasan https://nasional.tempo.co/read/1268719/dpr-batasi-pembahasan-rkuhp-hanya-di-bagian-penjelasan?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …
551,Mengulik Nilai-nilai Pancasila di RKUHP http://bit.ly/36ztnkd 
552,"Masyarakat boleh kecewa dengan Perppu KPK, penundaan RKUHP, kabinet Indonesia M̷a̷j̷u̷ Berdarah, melayangnya nyawa aktivis hingga impunitas jurnalis memburuk.

Namun #KamiMenolakLupa juga dengan banyak kawan kami termasuk LA yang masih ditahan! #JusticeforLA

Credit: IG @efi_shpic.twitter.com/6OshhdNV26"
553,"diundur kak!! tapi tadi aku baru liat berita terus katanya DPR menolak rombak konten RKUHP sama UU pertanahan kalo gasalah, padahal dari tahun lalu yg dituntut itu rombak isi RKUHP :("
554,"#Nasional #DemoRKUHP #FadjroelRahman RKUHP Segera Dibahas, Istana Harap Tak Ada Lagi Demonstrasi https://www.sulselsatu.com/2019/11/05/nasional/rkuhp-segera-dibahas-istana-harap-tak-ada-lagi-demonstrasi.html?utm_source=dlvr.it&utm_medium=twitter …"
555,Pls stay safe :( tapi RKUHP udah diundur kan pengesahannya? Supaya bisa dirombak/didiskusikan lagi sama DPR baru? (although gw juga ga punya harapan tinggi secara Puan ketuanya...)
556,Untung RKUHP batal disahkan Lit
557,Harusnya di rkuhp ada pasal pidana buat orang yang ga pake deodoran
558,Pasal Kumpul Kebo dan Penggelandangan di RKUHP akan Dievaluasi https://www.teras.id/news/pat-2/194147/pasal-kumpul-kebo-dan-penggelandangan-di-rkuhp-akan-dievaluasi?utm_source=twitter&utm_medium=heru&utm_campaign=heru …
559,"Desember RKUHP mau disahkan, loh berarti kemarin demo itu engga didengar? Bukan ditunda tapi ditolak!! 

Nantangin nih DPR, inget desember sekolahan pada libur :))"
560,"Anggota Komisi III DPR RI dari Fraksi Partai NasDem Taufik Basari menginginkan adanya pembahasan kembali RKUHP, karena ada beberapa pasal dinilai perlu ada perbaikan.

Bagaimana menurut kakak-kakak setuju dengan kakak @taufikbasari ?

Salam Restorasi 

#Kongres2NasDem
#HUT8NasDempic.twitter.com/jPPMNhMKYK"
561,Jurnalis Harapkan Pasal Di RKUHP Yang Berseberangan Dengan UU Nomor 40 Th 1999 Tentang Pers Agar Dicabut - https://go.shr.lc/2C9k7Fy  via @Shareaholic
562,Komisi Hukum DPR Targetkan RKUHP Disahkan pada Desember http://cnn.id/445518 
563,Istana Berharap Tak Ada Demo Lagi Saat Pengesahan RKUHP https://cnnindonesia.com/nasional/20191105173909-32-445826/istana-berharap-tak-ada-demo-lagi-saat-pengesahan-rkuhp?utm_source=facebook&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed …
564,Itu RKUHP serius penyesahannya Des?
565,"Alih-alih isu KPK, RKUHP, ASN dan celana cingkrang, hukum, HAM, dan radikalisme ternyata isu perekonomian dan luar negeri lebih menarik untuk di ikuti."
566,"Persoalannya bukan tdk ada demo lagi, tapi RKUHP nya bermasalah atau tidak? https://twitter.com/CNNIndonesia/status/1191676945655717890 …"
567,Istana Berharap Tak Ada Demo Lagi Saat Pengesahan RKUHP http://cnn.id/445826?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed …
568,"Jelas itu nampak makcik, tengok cube alis makcik tu nampak sudah same dengan status RKUHP Geli Geli gulu gulu tropicana.
Due singgit due singgit
makcik kite cakap bersilit.

Kamsiidaaaa herbal alami, passwdnya ? nyaman di hati bacot bangsatnya abadi. oke 5000jute beriiberiii"
569,"Pasal Kumpul Kebo dan Penggelandangan di RKUHP akan Dievaluasi 
 https://www.borneonews.co.id/berita/143662-pasal-kumpul-kebo-dan-penggelandangan-di-rkuhp-akan-dievaluasi …"
570,"Ape ade nampak saye buat pasal? Pasal RKUHP je tak juga dibuat dah. Pusing kepala jarjit.
Satu dua kelapa muda
Pakcik suka jandamuda

Aigooo, Na do jeongmalyo? Chincha?

Chincha chincha di perut curi semua nutrisi, tapi tak perlu takut
Ada kang seblak."
571,Komisi III DPR Ingin RKUHP dan RUU Pemasyarakatan Kembali Dibahas    [News] #TauCepatTanpaBatas #BeritaTerkini #Berita #News #BeritaNasional .https://news.okezone.com/read/2019/11/05/337/2125955/-komisi-iii-dpr-ingin-rkuhp-dan-ruu-pemasyarakatan-kembali-dibahas-news- …
572,"Target Tuntas Desember, DPR Fokus Bahas 11 Pasal Kontroversial RKUHP https://sketsanews.com/target-tuntas-desember-dpr-fokus-bahas-11-pasal-kontroversial-rkuhp/ …pic.twitter.com/6Y4OGiw3cj"
573,RKUHP sih teteuppp
574,"Tapi yang atas udah banyak yang ditangkap polisi dan udah ada dalam RKUHP, sedangkan yang bawah masih sebatas bacot tok. Jadi lebih bahaya yg mana? Diam2 dicyduk polisi atau bising di medsos?"
